,movie,year,content_rating,genre,duration_min,imdb_rating,metascore,votes
729,Blade of the Immortal,,R,"['Action', ' Drama', ' Fantasy']",140,6.7,72,18044
730,V/H/S Viral,,R,"['Horror', ' Thriller']",81,4.2,38,17464
731,Animal Crackers,,TV-Y7,"['Animation', ' Adventure', ' Comedy']",105,5.8,60,3546
732,Acts of Violence,,R,"['Action', ' Crime', ' Thriller']",86,5.3,28,12527
733,The Lovebirds,,R,"['Action', ' Comedy', ' Crime']",86,6.1,59,26344
734,"Berlin, I Love You",,R,"['Drama', ' Romance']",120,4.7,34,3476
735,Wasp Network,,TV-MA,"['Crime', ' Drama', ' Thriller']",127,5.9,54,10850
736,Radium Girls,,Not Rated,"['Drama', ' History']",102,6.2,52,1957
737,The Double,,PG-13,"['Action', ' Crime', ' Drama']",98,5.9,37,30641
738,Boy Meets Girl,,R,"['Comedy', ' Drama', ' Romance']",95,7.1,68,4721
739,Private Life,,R,"['Comedy', ' Drama']",123,7.2,83,20028
740,The Hurricane Heist,,PG-13,"['Action', ' Adventure', ' Crime']",103,5.1,35,20983
741,Resort to Love,,PG,"['Comedy', ' Romance']",101,5.7,46,6090
742,Skiptrace,,PG-13,"['Action', ' Adventure', ' Comedy']",107,5.6,50,21157
743,Pom Poko,,PG,"['Animation', ' Comedy', ' Drama']",119,7.3,77,30517
744,Unicorn Store,,TV-PG,"['Comedy', ' Drama', ' Fantasy']",92,5.6,44,19691
745,Our Souls at Night,,TV-14,"['Drama', ' Romance']",103,6.9,69,13795
746,Ibiza,,TV-MA,"['Comedy', ' Romance']",94,5.2,56,17840
747,David Brent: Life on the Road,,Not Rated,"['Comedy', ' Music']",96,6.3,54,20826
748,Otherhood,,R,['Comedy'],100,6.1,38,11501
749,The Dawn Wall,,Not Rated,"['Documentary', ' Biography', ' Sport']",100,8.1,81,19908
750,Racing Stripes,,PG,"['Adventure', ' Comedy', ' Drama']",102,5.2,43,17434
751,The Anthrax Attacks,,TV-MA,"['Documentary', ' Crime']",94,6.2,64,1251
752,Mascots,,TV-MA,['Comedy'],89,5.8,57,7565
753,Sierra Burgess Is a Loser,,PG-13,"['Comedy', ' Drama', ' Romance']",105,5.8,60,39378
754,Wheelman,,TV-MA,"['Action', ' Crime', ' Thriller']",82,6.4,66,20923
755,Night in Paradise,,TV-MA,"['Action', ' Crime', ' Drama']",131,6.7,59,7217
756,Acrimony,,R,"['Horror', ' Romance', ' Thriller']",120,5.8,32,8982
757,I'm No Longer Here,,TV-MA,['Drama'],112,7.3,72,8221
758,Concrete Cowboy,,R,"['Drama', ' Western']",111,6.3,67,8937
759,David Attenborough: A Life on Our Planet,,PG,"['Documentary', ' Biography']",83,8.9,72,32305
760,Initial D,,TV-PG,"['Action', ' Comedy', ' Drama']",107,6.3,48,8911
761,The Machine,,R,"['Action', ' Drama', ' Sci-Fi']",91,6,52,31388
762,The Perfect Host,,R,"['Comedy', ' Crime', ' Thriller']",93,6.7,48,27249
763,We Summon the Darkness,,R,"['Horror', ' Music', ' Thriller']",91,5.2,55,10846
764,Blue Jay,,Unrated,"['Drama', ' Romance']",80,7.3,69,17921
765,Middle School: The Worst Years of My Life,,PG,"['Animation', ' Comedy', ' Family']",92,6.1,51,9283
766,The Incredible Shrinking Man,,Not Rated,"['Horror', ' Sci-Fi']",81,7.6,73,18420
767,Mark Felt: The Man Who Brought Down the White House,,PG-13,"['Biography', ' Drama', ' History']",103,6.4,49,13717
768,Benji,,TV-PG,"['Crime', ' Drama', ' Family']",87,6.3,53,4919
769,Fatal Affair,,TV-14,['Thriller'],89,4.6,34,6164
770,Mongol: The Rise of Genghis Khan,,R,"['Action', ' Biography', ' Drama']",126,7.2,74,47201
771,Blue Miracle,,TV-PG,"['Adventure', ' Biography', ' Drama']",95,6.6,48,7061
772,Earthquake Bird,,R,"['Crime', ' Drama', ' Mystery']",107,5.9,51,14806
773,A Shaun the Sheep Movie: Farmageddon,,G,"['Animation', ' Adventure', ' Comedy']",86,6.8,79,13951
774,LBJ,,R,"['Biography', ' Drama', ' History']",98,6.5,54,6999
775,The Bag Man,,R,"['Action', ' Crime', ' Drama']",108,5.2,28,17134
776,A Babysitter's Guide to Monster Hunting,,TV-PG,"['Comedy', ' Family', ' Fantasy']",98,5.4,31,4339
777,A Vigilante,,R,"['Crime', ' Drama', ' Mystery']",91,5.7,68,9265
778,The Legacy of a Whitetail Deer Hunter,,TV-14,"['Comedy', ' Drama']",83,5.5,49,3982
779,The Other Side of the Wind,,R,['Drama'],122,6.7,78,7444
780,The Mystery of Marilyn Monroe: The Unheard Tapes,,TV-14,"['Documentary', ' Biography']",101,6.2,38,4831
781,I Am the Pretty Thing That Lives in the House,,,"['Drama', ' Horror', ' Mystery']",89,4.6,68,14911
782,The Water Man,,PG,"['Adventure', ' Drama', ' Family']",91,5.5,68,4055
783,Death Warrant,,R,"['Action', ' Crime', ' Mystery']",89,5.7,34,19162
784,Alex Strangelove,,TV-MA,"['Comedy', ' Drama', ' Romance']",99,6.3,62,18161
785,Voyeur,,TV-MA,"['Documentary', ' Crime']",95,6.1,59,6326
786,Ocean Waves,,PG-13,"['Animation', ' Drama', ' Romance']",76,6.6,73,17586
787,Father of the Year,,TV-14,['Comedy'],94,5.2,32,11746
788,Headshot,,Not Rated,"['Action', ' Drama', ' Thriller']",118,6.3,61,15057
789,Special Correspondents,,TV-MA,['Comedy'],101,5.9,36,24626
790,The World Is Yours,,TV-MA,"['Comedy', ' Crime']",102,6.3,73,4525
791,True Memoirs of an International Assassin,,TV-14,"['Action', ' Comedy', ' Crime']",98,5.9,37,23204
792,The Quake,,PG-13,"['Action', ' Drama', ' Thriller']",106,6.2,70,12460
793,People Like Us,,PG-13,"['Comedy', ' Drama']",114,7,49,43362
794,I.T.,,Not Rated,"['Crime', ' Drama', ' Mystery']",95,5.5,27,16228
795,Prayers for the Stolen,,R,['Drama'],110,7.3,83,2989
796,Uncorked,,TV-MA,['Drama'],104,6.4,62,5940
797,Mirai,,PG,"['Animation', ' Adventure', ' Drama']",98,7,81,16143
798,Point Blank,,TV-MA,"['Action', ' Crime', ' Drama']",86,5.7,37,14602
799,A United Kingdom,,PG-13,"['Biography', ' Drama', ' History']",111,6.9,65,16325
800,Middle of Nowhere,,R,['Drama'],97,6.6,75,1870
801,Marfa Girl,,Unrated,['Drama'],105,5.2,37,1710
802,Downfall: The Case Against Boeing,,PG-13,['Documentary'],89,7.4,68,11326
803,Underdogs,,PG,"['Animation', ' Adventure', ' Family']",85,6.4,38,9762
804,American Factory,,TV-14,['Documentary'],110,7.4,86,22161
805,Killerman,,R,"['Action', ' Crime', ' Thriller']",112,5.4,42,10722
806,Happy as Lazzaro,,PG-13,"['Drama', ' Fantasy', ' Mystery']",128,7.5,87,18511
807,How to Plan an Orgy in a Small Town,,TV-MA,"['Comedy', ' Drama']",101,5.5,39,3369
808,Rust Creek,,R,"['Crime', ' Drama', ' Thriller']",108,5.9,59,11899
809,Jim & Andy: The Great Beyond,,TV-MA,['Documentary'],94,7.6,77,26370
810,The Forty-Year-Old Version,,R,"['Comedy', ' Drama']",123,7.2,80,5130
811,The Life Ahead,,PG-13,['Drama'],94,6.8,66,14431
812,Mindhorn,,TV-MA,"['Comedy', ' Thriller']",89,6.3,70,12965
813,Observe and Report,,R,"['Comedy', ' Crime', ' Drama']",86,5.7,54,63616
814,Coco Before Chanel,,PG-13,"['Biography', ' Drama']",105,6.7,65,40836
815,Win It All,,TV-MA,['Comedy'],88,6.2,77,9515
816,The Mercy,,Not Rated,"['Adventure', ' Biography', ' Drama']",112,6,60,8762
817,King Cobra,,Not Rated,"['Crime', ' Drama']",91,5.6,48,9156
818,All Day and a Night,,R,['Drama'],121,6,60,3896
819,The Polka King,,TV-14,"['Biography', ' Comedy', ' Drama']",95,6,65,10825
820,Hope Gap,,PG-13,"['Drama', ' Romance']",100,6.7,58,5203
821,Special Forces,,R,"['Action', ' Drama', ' War']",109,6.3,37,18941
822,Out in the Dark,,Not Rated,"['Crime', ' Drama', ' Romance']",96,7.5,69,8627
823,Sextuplets,,TV-14,['Comedy'],97,4.5,21,8793
824,Crash Pad,,R,['Comedy'],91,5.8,46,5304
825,Beyond a Reasonable Doubt,,PG-13,"['Crime', ' Drama', ' Mystery']",106,5.8,35,13093
826,Rolling Thunder Revue,,TV-MA,"['Documentary', ' Biography', ' History']",142,7.6,86,6927
827,Down a Dark Hall,,PG-13,"['Drama', ' Fantasy', ' Horror']",96,5,56,14458
828,Beauty,,R,"['Drama', ' Romance']",95,4,42,635
829,The Queen of Black Magic,,Not Rated,"['Drama', ' Horror', ' Mystery']",99,6.5,54,2525
830,Like Father,,TV-MA,"['Comedy', ' Drama']",98,6.1,52,21750
831,Sh茅h茅razade,,TV-MA,"['Drama', ' Romance', ' Thriller']",109,7.1,68,2349
832,Catfight,,Not Rated,"['Action', ' Comedy', ' Drama']",95,5.9,66,6585
833,The Trip,,TV-14,['Comedy'],172,8,82,7681
834,The Incredible Jessica James,,TV-MA,['Comedy'],85,6.5,72,7928
835,Ghost in the Shell 2: Innocence,,PG-13,"['Animation', ' Drama', ' Mystery']",100,7.4,66,38696
836,6 Below: Miracle on the Mountain,,PG-13,"['Biography', ' Drama', ' Sport']",98,5.7,40,7718
837,Other People,,Unrated,"['Comedy', ' Drama']",97,6.8,67,11647
838,Winter on Fire: Ukraine's Fight for Freedom,,Not Rated,['Documentary'],102,8.3,79,19291
839,Atlantics,,TV-14,"['Drama', ' Mystery', ' Romance']",106,6.7,85,9578
840,Barry,,,"['Biography', ' Drama']",104,5.9,72,7314
841,This Film Is Not Yet Rated,,Unrated,['Documentary'],98,7.4,75,28262
842,Tramps,,,"['Adventure', ' Romance']",82,6.5,76,5776
843,High Flying Bird,,TV-MA,"['Drama', ' Sport']",90,6.2,78,8768
844,Paddleton,,TV-MA,"['Comedy', ' Drama']",89,7.1,70,14150
845,The Numbers Station,,R,"['Action', ' Thriller']",89,5.6,39,20265
846,I Still See You,,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",98,5.8,31,10379
847,Small Town Crime,,R,"['Crime', ' Mystery', ' Thriller']",91,6.6,68,11621
848,Irreplaceable You,,TV-MA,"['Comedy', ' Drama', ' Romance']",96,6.4,34,9811
849,Wonder Park,,PG,"['Animation', ' Adventure', ' Comedy']",85,5.8,45,12065
850,The Prince,,R,"['Action', ' Thriller']",93,4.6,19,18640
851,Mind Game,,,"['Animation', ' Adventure', ' Comedy']",103,7.7,66,9744
852,Tallulah,,,"['Comedy', ' Drama', ' Romance']",111,6.7,63,20449
853,iBoy,,TV-MA,"['Action', ' Crime', ' Sci-Fi']",90,5.9,50,23266
854,Tell Me Who I Am,,TV-MA,"['Documentary', ' Drama', ' Mystery']",86,7.6,69,14933
855,Finding Bliss,,R,"['Comedy', ' Romance']",96,5.2,30,2562
856,The Land of Steady Habits,,TV-MA,"['Comedy', ' Drama']",98,6.2,71,7955
857,St. Agatha,,TV-MA,"['Horror', ' Thriller']",103,4.9,63,5901
858,Joshua,,R,"['Drama', ' Horror', ' Thriller']",106,5.8,69,13009
859,Copenhagen,,Not Rated,"['Adventure', ' Drama', ' Romance']",98,7,71,13373
860,The Last Laugh,,TV-MA,['Comedy'],98,5.6,31,6317
861,XX,,R,['Horror'],80,4.6,64,11945
862,Swearnet: The Movie,,NC-17,['Comedy'],112,6,18,2862
863,My Happy Family,,,['Drama'],120,7.4,86,3992
864,Return to Space,,TV-MA,['Documentary'],128,7.3,56,4741
865,Coffee & Kareem,,TV-MA,"['Action', ' Comedy', ' Crime']",88,5.1,35,13844
866,Have a Good Trip,,TV-MA,"['Documentary', ' Comedy']",85,6.8,44,7935
867,Disclosure,,TV-MA,['Documentary'],108,8.2,79,5571
868,Banana Split,,R,['Comedy'],88,6.2,63,3450
869,Vampires vs. the Bronx,,PG-13,"['Comedy', ' Horror']",85,5.7,76,10234
870,Mr. Roosevelt,,R,['Comedy'],90,6.2,73,3467
871,Fever Dream,,R,"['Drama', ' Horror', ' Mystery']",93,5.4,75,2060
872,White Fang,,,"['Animation', ' Adventure', ' Drama']",85,6.9,61,3777
873,Won't Back Down,,PG,['Drama'],121,6.4,42,6681
874,All Together Now,,PG,['Drama'],92,6.5,64,4560
875,Halftime,,TV-MA,"['Documentary', ' Biography', ' Music']",95,6.5,63,4862
876,Manhunt,,Not Rated,"['Action', ' Crime', ' Thriller']",106,5.2,68,3335
877,The Sky Is Pink,,,"['Drama', ' Romance']",143,7.6,55,8895
878,Small Crimes,,TV-MA,"['Crime', ' Drama', ' Thriller']",95,5.8,60,8353
879,Night Owls,,R,"['Comedy', ' Drama']",90,6.2,73,2487
880,Born to Be Blue,,R,"['Biography', ' Drama', ' Music']",97,6.8,64,8824
881,See You Yesterday,,TV-MA,"['Action', ' Adventure', ' Crime']",84,5.2,74,10970
882,The Motive,,TV-MA,"['Comedy', ' Crime', ' Drama']",112,6.5,58,6082
883,Take Me,,TV-MA,"['Comedy', ' Crime', ' Mystery']",83,6.1,56,6101
884,Sweet Virginia,,R,"['Action', ' Drama', ' Thriller']",93,6.2,72,10966
885,Into the Inferno,,,['Documentary'],104,7.2,76,8967
886,Morris from America,,R,"['Comedy', ' Drama', ' Romance']",91,6.3,75,5433
887,Amanda Knox,,TV-MA,"['Documentary', ' Crime']",92,6.9,78,24961
888,The Main Event,,TV-G,"['Action', ' Comedy', ' Family']",101,4.8,52,2393
889,Divines,,,"['Crime', ' Drama']",105,7.4,71,9965
890,Henry Gamble's Birthday Party,,Unrated,['Drama'],87,6.1,59,3154
891,Kill Me Three Times,,R,"['Action', ' Comedy', ' Crime']",90,5.8,30,23614
892,Jeruzalem,,R,"['Horror', ' Sci-Fi', ' Thriller']",94,4.8,45,10173
893,Pariah,,R,['Drama'],86,7.2,79,7089
894,Bodyguard,,Not Rated,"['Action', ' Comedy', ' Drama']",130,4.7,41,26283
895,The Square,,Not Rated,"['Documentary', ' Drama', ' History']",95,8,84,9115
896,First Match,,TV-MA,"['Drama', ' Sport']",102,6.4,68,2340
897,37 Seconds,,,['Drama'],115,7.4,62,2822
898,Rising High,,TV-MA,"['Comedy', ' Drama']",94,5.9,40,5169
899,Monsoon,,Not Rated,"['Drama', ' History', ' Romance']",85,6,69,2129
900,What Keeps You Alive,,R,"['Horror', ' Thriller']",98,5.7,66,8891
901,The Most Hated Woman in America,,TV-MA,"['Biography', ' Drama', ' History']",91,6.1,41,6770
902,Misha and the Wolves,,PG-13,"['Documentary', ' Drama']",90,6.7,63,2680
903,SOMM,,Not Rated,['Documentary'],94,7,58,4801
904,One of Us,,,['Documentary'],95,7,78,6685
905,Crip Camp,,R,"['Documentary', ' History']",106,7.7,86,7648
906,Pel茅,,TV-14,"['Documentary', ' Biography', ' Sport']",108,7,61,4438
907,The King and I,,G,"['Animation', ' Family', ' Fantasy']",88,4.3,29,4154
908,The Brawler,,,"['Biography', ' Crime', ' Drama']",95,4.8,46,581
909,Precious Cargo,,R,"['Action', ' Comedy', ' Thriller']",90,4.6,27,9496
910,Nappily Ever After,,TV-MA,"['Comedy', ' Drama', ' Romance']",98,6.4,63,9336
911,A Cop Movie,,R,"['Documentary', ' Action', ' Crime']",107,7,76,1892
912,Herod's Law,,R,"['Comedy', ' Crime', ' Mystery']",123,7.8,64,6244
913,Nobody Knows I'm Here,,TV-MA,"['Drama', ' Music']",91,6.5,64,4348
914,Operation Varsity Blues,,R,"['Documentary', ' Crime', ' Drama']",100,6.9,70,8392
915,Athlete A,,PG-13,"['Documentary', ' Crime', ' Sport']",103,7.6,85,11299
916,The Endless Trench,,TV-MA,"['Drama', ' History', ' Thriller']",147,7.2,73,6615
917,The Outcasts,,PG-13,['Comedy'],95,5.4,47,4660
918,Against the Sun,,PG,"['Biography', ' Drama', ' War']",100,6.5,43,6069
919,Interior. Leather Bar.,,Not Rated,['Drama'],60,5,47,2592
920,Diana,,PG-13,"['Biography', ' Drama', ' Musical']",117,4.4,29,1355
921,Been So Long,,,"['Drama', ' Musical', ' Romance']",100,5.5,74,1130
922,White Hot: The Rise & Fall of Abercrombie & Fitch,,TV-14,['Documentary'],88,5.7,48,4597
923,Soaked in Bleach,,Not Rated,"['Documentary', ' Crime']",90,7.3,50,13843
924,Results,,R,"['Comedy', ' Romance']",105,5.4,73,7325
925,6 Balloons,,TV-MA,['Drama'],74,5.9,66,4247
926,Dick Johnson Is Dead,,PG-13,"['Documentary', ' Biography', ' Drama']",89,7.4,89,6732
927,The Golem,,,"['Drama', ' Horror']",95,5.5,63,6434
928,American Son,,TV-MA,['Drama'],90,5.9,34,7159
929,My Neighbors the Yamadas,,PG,"['Animation', ' Comedy', ' Family']",104,7.1,75,14430
930,Roxanne Roxanne,,TV-MA,"['Biography', ' Drama', ' Music']",100,6.2,74,3333
931,Whitney,,R,"['Documentary', ' Biography', ' Drama']",120,7.3,75,7450
932,Damsels in Distress,,PG-13,"['Comedy', ' Drama', ' Romance']",99,5.8,67,9653
933,Forks Over Knives,,PG,['Documentary'],90,7.7,57,12383
934,"Bob Ross: Happy Accidents, Betrayal & Greed",,TV-14,['Documentary'],92,6.9,55,6054
935,Damascus Cover,,R,"['Mystery', ' Thriller']",93,5.3,36,3055
936,Adult Beginners,,R,"['Comedy', ' Drama']",92,5.6,57,8561
937,A Secret Love,,TV-MA,"['Documentary', ' Drama']",81,7.8,77,4524
938,Winter in Wartime,,R,"['Drama', ' History', ' War']",103,7,66,13008
939,Muscle Shoals,,PG,"['Documentary', ' Biography', ' History']",111,7.8,75,3988
940,The Disciple,,TV-MA,"['Drama', ' Music']",129,7.1,83,2685
941,Advantageous,,Not Rated,"['Drama', ' Family', ' Sci-Fi']",90,6.1,59,5601
942,The Barkley Marathons: The Race That Eats Its Young,,Not Rated,"['Documentary', ' Adventure', ' History']",89,7.7,67,5307
943,Big Fish & Begonia,,PG-13,"['Animation', ' Adventure', ' Drama']",100,7,72,6381
944,Smart People,,R,"['Comedy', ' Drama', ' Romance']",95,6.1,57,23170
945,Virunga,,Not Rated,"['Documentary', ' War']",100,8.2,95,11635
946,"Vengeance Is Mine, All Others Pay Cash",,TV-MA,"['Action', ' Comedy', ' Drama']",114,6.9,69,697
947,The Mudge Boy,,R,"['Crime', ' Drama', ' Romance']",94,7.1,62,4552
948,The Last Heist,,TV-MA,"['Action', ' Horror', ' Thriller']",84,3.6,28,2639
949,Two Lovers and a Bear,,R,"['Adventure', ' Drama', ' Romance']",96,6.1,61,1972
950,The Breaker Upperers,,,['Comedy'],90,5.9,76,6261
951,The Edge of Democracy,,TV-14,"['Documentary', ' History']",121,7.3,81,15089
952,Come Sunday,,TV-14,"['Biography', ' Drama']",106,6,65,2356
953,The Devil and Father Amorth,,Not Rated,['Horror'],68,4.6,46,2380
954,Donkeyhead,,,['Drama'],106,6.1,53,284
955,Yu-Gi-Oh!: The Movie - Pyramid of Light,,PG,"['Animation', ' Action', ' Adventure']",90,4.9,15,8673
956,Take Your Pills,,TV-14,['Documentary'],87,6.3,54,5257
957,Howl,,R,"['Biography', ' Drama', ' Romance']",84,6.7,63,13092
958,The Hunting Ground,,PG-13,['Documentary'],103,7.4,77,6338
959,Sunday's Illness,,PG-13,['Drama'],113,6.9,92,3652
960,Daddy Issues,,,"['Drama', ' Romance']",81,4.3,60,772
961,Tigertail,,PG,['Drama'],91,6.6,65,3656
962,Mercy Black,,TV-14,"['Horror', ' Mystery', ' Thriller']",88,4.9,48,3802
963,Any Day Now,,R,['Drama'],98,7.4,60,6379
964,Generation Iron,,PG-13,"['Documentary', ' Drama', ' Sport']",106,7,61,7903
965,Fullmetal Alchemist: The Sacred Star of Milos,,TV-PG,"['Animation', ' Action', ' Adventure']",110,6.9,54,5092
966,Sundown,,R,"['Action', ' Adventure', ' Comedy']",103,5.3,10,2392
967,Ashby,,R,"['Comedy', ' Crime', ' Drama']",100,6.4,46,15774
968,Jinn,,PG-13,"['Fantasy', ' Horror', ' Thriller']",97,4.1,24,4750
969,Strong Island,,TV-MA,"['Documentary', ' Crime']",107,6.4,86,3951
970,Almost Love,,Not Rated,"['Comedy', ' Drama', ' Romance']",94,5.7,42,1160
971,Jonah: A VeggieTales Movie,,G,"['Animation', ' Adventure', ' Comedy']",82,6.4,58,4285
972,Ali's Wedding,,TV-MA,"['Comedy', ' Drama', ' Romance']",110,6.9,64,5106
973,Pray Away,,PG-13,['Documentary'],101,6.5,76,3078
974,Tragic Jungle,,TV-MA,"['Adventure', ' Drama', ' Mystery']",96,5.6,70,989
975,Britney vs Spears,,TV-MA,"['Documentary', ' Biography', ' Music']",93,6.4,41,7249
976,Farewell Amor,,Unrated,"['Drama', ' Music', ' Romance']",95,6.9,75,1329
977,Burning Sands,,TV-MA,['Drama'],96,6,63,2906
978,And Tomorrow the Entire World,,TV-MA,"['Crime', ' Drama', ' Romance']",111,6,77,3331
979,Sand Storm,,,['Drama'],87,6.8,74,3640
980,The Last of Robin Hood,,R,"['Biography', ' Drama', ' Romance']",94,5.7,46,2287
981,Dachra,,,['Horror'],114,6.3,59,1547
982,Undefeated,,PG-13,"['Documentary', ' Sport']",113,7.7,71,7122
983,17 Girls,,Not Rated,['Drama'],86,6,61,3315
984,Kevin Hart: What Now?,,R,"['Documentary', ' Comedy']",96,5.9,60,9599
985,Sankofa,,,['Drama'],125,7,93,723
986,American Dreamer,,R,"['Crime', ' Drama', ' Thriller']",92,6.2,40,985
987,Blackpink: Light Up the Sky,,TV-14,"['Documentary', ' Music']",79,7.3,66,6729
988,Yosemite,,R,['Drama'],80,4.7,59,894
989,Chasing Coral,,,['Documentary'],93,8.1,86,5291
990,Thriller,,TV-MA,"['Crime', ' Drama', ' Horror']",87,3.6,28,1234
991,Me Him Her,,Not Rated,"['Comedy', ' Romance']",98,5.2,39,1536
992,"What Happened, Miss Simone?",,Not Rated,"['Documentary', ' Biography', ' Music']",101,7.6,75,14059
993,"Bikram: Yogi, Guru, Predator",,TV-MA,"['Documentary', ' Crime']",86,6.7,68,7717
994,Gaga: Five Foot Two,,TV-MA,"['Documentary', ' Music']",100,7,63,13126
995,Preservation,,Not Rated,"['Horror', ' Thriller']",88,4.8,44,5863
996,And Breathe Normally,,TV-14,['Drama'],95,6.9,77,3150
997,Blood Brother,,R,"['Action', ' Crime', ' Drama']",90,4.4,18,1056
998,Life Itself,,R,"['Documentary', ' Biography']",121,7.8,87,15803
999,In Their Skin,,Not Rated,"['Horror', ' Thriller']",97,5.3,50,5507
1000,Nanking,,R,"['Biography', ' History', ' War']",88,7.7,76,3510
1001,The Battered Bastards of Baseball,,,"['Documentary', ' Sport']",80,8,75,4182
1002,Beauty and the Dogs,,TV-MA,"['Crime', ' Drama', ' Thriller']",100,7,65,2306
1003,Test,,TV-MA,"['Drama', ' History', ' Romance']",89,6.5,70,1652
1004,Temple,,TV-MA,"['Adventure', ' Drama', ' Horror']",78,3.7,23,5105
1005,Dark Summer,,Not Rated,"['Horror', ' Thriller']",81,4.2,31,3367
1006,All the Queen's Men,,PG-13,"['Action', ' Comedy', ' Drama']",99,4.8,19,2679
1007,At the Devil's Door,,Not Rated,['Horror'],91,4.7,47,7206
1008,Definition Please,,,"['Comedy', ' Drama']",91,5.7,71,185
1009,There's Something in the Water,,,['Documentary'],73,6.6,62,453
1010,Bettie Page Reveals All,,R,"['Documentary', ' Biography']",101,7.1,64,1556
1011,Joan Didion: The Center Will Not Hold,,,"['Documentary', ' Biography']",94,7.5,72,2725
1012,Biggie: I Got a Story to Tell,,R,"['Documentary', ' Biography', ' Music']",97,6.8,62,5170
1013,Nocturama,,,"['Drama', ' Thriller']",130,6.4,71,5040
1014,Cities of Last Things,,TV-MA,"['Crime', ' Drama', ' Sci-Fi']",106,6.2,66,1716
1015,Audrie & Daisy,,TV-14,"['Documentary', ' Crime']",95,7.2,73,6706
1016,The Prey,,R,"['Action', ' Crime', ' Drama']",105,6.6,58,5608
1017,Papa Hemingway in Cuba,,R,"['Biography', ' Drama']",110,6.3,37,1567
1018,Hits,,,"['Comedy', ' Drama']",96,5.8,45,1937
1019,Shirkers,,TV-14,['Documentary'],97,7.4,88,5251
1020,Tony Robbins: I Am Not Your Guru,,Not Rated,['Documentary'],115,6.6,51,4472
1021,City of Tiny Lights,,Not Rated,"['Crime', ' Drama', ' Mystery']",110,5.5,55,2416
1022,King Jack,,Not Rated,"['Adventure', ' Drama']",81,6.9,72,3293
1023,The Puffy Chair,,R,"['Comedy', ' Drama', ' Romance']",85,6.5,73,5138
1024,Alive Inside: A Story of Music and Memory,,Not Rated,"['Documentary', ' Music', ' News']",78,8.2,67,3157
1025,Ava's Possessions,,R,"['Comedy', ' Horror', ' Mystery']",89,5.6,53,3229
1026,I'm Reed Fish,,PG,"['Comedy', ' Drama', ' Romance']",93,5.7,36,4391
1027,Mohawk,,,"['Action', ' Drama', ' History']",91,4.7,70,1594
1028,The Pact II,,Not Rated,"['Horror', ' Mystery', ' Thriller']",96,4.4,37,3580
1029,Rising Phoenix,,PG-13,"['Documentary', ' Sport']",105,8.1,76,1726
1030,Mea Maxima Culpa: Silence in the House of God,,TV-14,['Documentary'],106,8,73,3917
1031,Chloe and Theo,,PG-13,"['Comedy', ' Drama']",81,5.8,24,1720
1032,Futuro Beach,,Unrated,"['Drama', ' Romance']",106,6.3,64,3146
1033,Soni,,TV-MA,"['Crime', ' Drama']",97,7.1,68,2847
1034,Cuba and the Cameraman,,,['Documentary'],113,8.2,82,5009
1035,Found,,PG,"['Documentary', ' Drama']",97,7.5,82,1263
1036,Procession,,R,['Documentary'],118,7.2,90,1229
1037,The Death and Life of Marsha P. Johnson,,TV-MA,"['Documentary', ' Biography']",105,7.2,76,3011
1038,Wilbur Wants to Kill Himself,,R,"['Comedy', ' Drama', ' Romance']",109,6.8,69,7909
1039,All Is Well,,TV-MA,['Drama'],90,6.5,80,1462
1040,Circus of Books,,Not Rated,"['Documentary', ' Biography', ' History']",92,7.1,74,4702
1041,The Pill,,Not Rated,"['Comedy', ' Drama', ' Romance']",83,5.4,51,3966
1042,The Girl from Monday,,R,"['Action', ' Comedy', ' Sci-Fi']",84,5.3,45,1075
1043,Lu Over the Wall,,PG,"['Animation', ' Adventure', ' Comedy']",112,6.8,62,2365
1044,Little Boxes,,Not Rated,"['Comedy', ' Drama']",84,5.9,52,2066
1045,LUV,,R,"['Crime', ' Drama']",94,5.9,52,2198
1046,The Bleeding Edge,,TV-14,['Documentary'],99,7.6,74,2788
1047,3 Geezers!,,Not Rated,['Comedy'],81,3.3,9,769
1048,Parked,,,['Drama'],94,6.7,47,2658
1049,Becoming,,PG,"['Documentary', ' Biography']",89,6.9,66,6427
1050,Imperial Dreams,,TV-MA,['Drama'],87,6.7,67,4581
1051,Get Me Roger Stone,,TV-14,"['Documentary', ' Biography']",92,7.3,75,7499
1052,The Witness,,,"['Documentary', ' Biography', ' Crime']",89,7,79,4396
1053,The 11th Hour,,Not Rated,"['Drama', ' Thriller']",97,5,32,1803
1054,Dreamland,,Not Rated,"['Comedy', ' Drama', ' Music']",84,5.7,55,580
1055,Roh,,,"['Drama', ' Horror', ' Mystery']",83,6,69,872
1056,Fed Up,,PG,['Documentary'],92,7.7,71,12053
1057,They'll Love Me When I'm Dead,,TV-MA,['Documentary'],98,7.4,77,5132
1058,Strange Weather,,R,['Drama'],92,6,57,1658
1059,Kevin Hart: Let Me Explain,,R,"['Documentary', ' Comedy']",75,6.6,53,9105
1060,We Steal Secrets,,R,['Documentary'],130,6.9,76,7983
1061,Sky Ladder: The Art of Cai Guo-Qiang,,,['Documentary'],76,7.3,73,1500
1062,Quincy,,TV-MA,"['Documentary', ' Biography']",124,7.6,60,4632
1063,Supermensch,,R,"['Documentary', ' Biography', ' Music']",85,7.4,64,3319
