,movie,year,content_rating,genre,runtime_min,imdb_rating,metascore,votes
24898,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
24899,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
24900,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
24901,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
24902,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
24903,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
24904,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
24905,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
24906,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
24907,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
24908,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
24909,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
24910,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
24911,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
24912,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
24913,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
24914,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
24915,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
24916,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
24917,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
24918,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
24919,Gnomeo & Juliet,(2011),G,"['Animation', ' Adventure', ' Comedy']",84,5.9,53,56473
24920,The Rescuers,(1977),G,"['Animation', ' Adventure', ' Comedy']",78,6.9,74,64892
24921,Blank Check,(1994),PG,"['Comedy', ' Crime', ' Family']",93,5.2,42,20895
24922,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
24923,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
24924,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
24925,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
24926,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
24927,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
24928,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
24929,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
24930,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
24931,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
24932,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
24933,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
24934,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
24935,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
24936,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
24937,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
24938,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
24939,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
24940,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
24941,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
24942,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
24943,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
24944,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
24945,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
24946,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
24947,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
24948,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
24949,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
24950,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
24951,Gnomeo & Juliet,(2011),G,"['Animation', ' Adventure', ' Comedy']",84,5.9,53,56473
24952,The Rescuers,(1977),G,"['Animation', ' Adventure', ' Comedy']",78,6.9,74,64892
24953,Blank Check,(1994),PG,"['Comedy', ' Crime', ' Family']",93,5.2,42,20895
24954,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
24955,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
24956,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
24957,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
24958,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
24959,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
24960,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
24961,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
24962,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
24963,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
24964,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
24965,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
24966,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
24967,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
24968,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
24969,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
24970,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
24971,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
24972,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
24973,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
24974,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
24975,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
24976,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
24977,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
24978,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
24979,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
24980,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
24981,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
24982,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
24983,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
24984,Gnomeo & Juliet,(2011),G,"['Animation', ' Adventure', ' Comedy']",84,5.9,53,56473
24985,The Rescuers,(1977),G,"['Animation', ' Adventure', ' Comedy']",78,6.9,74,64892
24986,Blank Check,(1994),PG,"['Comedy', ' Crime', ' Family']",93,5.2,42,20895
24987,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
24988,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
24989,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
24990,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
24991,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
24992,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
24993,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
24994,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
24995,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
24996,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
24997,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
24998,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
24999,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25000,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25001,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25002,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25003,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
25004,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
25005,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
25006,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
25007,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
25008,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
25009,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
25010,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
25011,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
25012,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
25013,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
25014,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
25015,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
25016,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
25017,The Rescuers,(1977),G,"['Animation', ' Adventure', ' Comedy']",78,6.9,74,64892
25018,Blank Check,(1994),PG,"['Comedy', ' Crime', ' Family']",93,5.2,42,20895
25019,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
25020,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
25021,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
25022,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
25023,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
25024,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
25025,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
25026,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
25027,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
25028,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
25029,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
25030,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
25031,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25032,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25033,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25034,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25035,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
25036,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
25037,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
25038,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
25039,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
25040,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
25041,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
25042,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
25043,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
25044,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
25045,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
25046,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
25047,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
25048,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
25049,Blank Check,(1994),PG,"['Comedy', ' Crime', ' Family']",93,5.2,42,20895
25050,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
25051,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
25052,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
25053,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
25054,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
25055,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
25056,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
25057,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
25058,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
25059,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
25060,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
25061,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
25062,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25063,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25064,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25065,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25066,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
25067,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
25068,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
25069,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
25070,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
25071,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
25072,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
25073,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
25074,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
25075,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
25076,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
25077,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
25078,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
25079,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
25080,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
25081,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
25082,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
25083,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
25084,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
25085,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
25086,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
25087,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
25088,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
25089,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
25090,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
25091,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
25092,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25093,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25094,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25095,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25096,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
25097,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
25098,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
25099,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
25100,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
25101,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
25102,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
25103,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
25104,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
25105,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
25106,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
25107,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
25108,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
25109,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
25110,Epic,(2013),PG,"['Animation', ' Action', ' Adventure']",102,6.6,52,106017
25111,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
25112,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
25113,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
25114,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
25115,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
25116,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
25117,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
25118,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
25119,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
25120,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
25121,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
25122,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25123,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25124,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25125,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25126,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
25127,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
25128,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
25129,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
25130,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
25131,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
25132,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
25133,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
25134,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
25135,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
25136,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
25137,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
25138,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
25139,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
25140,Ice Age: The Meltdown,(2006),PG,"['Animation', ' Adventure', ' Comedy']",91,6.8,59,279436
25141,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
25142,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
25143,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
25144,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
25145,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
25146,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
25147,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
25148,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
25149,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
25150,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
25151,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25152,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25153,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25154,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25155,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
25156,Because of Winn-Dixie,(2005),PG,"['Comedy', ' Drama', ' Family']",106,6.3,54,11836
25157,The Black Hole,(1979),PG,"['Action', ' Sci-Fi']",98,5.9,52,26074
25158,Pete's Dragon,(1977),G,"['Animation', ' Adventure', ' Comedy']",128,6.3,46,25084
25159,The Negotiator,(1998),R,"['Action', ' Crime', ' Drama']",140,7.3,62,143953
25160,Drumline,(2002),PG-13,"['Comedy', ' Drama', ' Romance']",118,5.9,63,34947
25161,The Sword in the Stone,(1963),G,"['Animation', ' Adventure', ' Comedy']",79,7.1,61,99200
25162,Ice Age: Dawn of the Dinosaurs,(2009),PG,"['Animation', ' Adventure', ' Comedy']",94,6.9,50,246519
25163,High School Musical 3: Senior Year,(2008),G,"['Comedy', ' Drama', ' Family']",112,4.9,57,63434
25164,Stay,(I) (2005),R,"['Drama', ' Mystery', ' Thriller']",99,6.7,41,80174
25165,Suffragette,(2015),PG-13,"['Drama', ' History']",106,6.9,64,42573
25166,Battle of the Sexes,(2017),PG-13,"['Biography', ' Comedy', ' Drama']",121,6.7,73,56268
25167,Books of Blood,(2020),TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8007
25168,Bambi,(1942),G,"['Animation', ' Adventure', ' Drama']",69,7.3,91,144056
25169,"20,000 Leagues Under the Sea",(1954),G,"['Adventure', ' Drama', ' Family']",127,7.2,83,34370
25170,Lady and the Tramp,(2019),PG,"['Adventure', ' Comedy', ' Family']",111,6.2,48,22108
25171,Gulliver's Travels,(2010),PG,"['Adventure', ' Comedy', ' Family']",85,4.9,33,70224
25172,Aloha,(I) (2015),PG-13,"['Comedy', ' Drama', ' Romance']",105,5.4,40,67433
25173,Swiss Family Robinson,(1960),G,"['Adventure', ' Family']",126,7.1,61,16651
25174,Paper Towns,(2015),PG-13,"['Adventure', ' Comedy', ' Drama']",109,6.2,56,103645
25175,Rise,(II) (2022),PG,"['Biography', ' Drama', ' Sport']",113,7.0,74,6589
25176,Black Beauty,(2020),TV-PG,"['Drama', ' Family']",110,6.4,52,3828
25177,Flubber,(1997),PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90364
25178,The Lizzie McGuire Movie,(2003),PG,"['Adventure', ' Comedy', ' Family']",94,5.5,56,40056
25179,Rio 2,(2014),G,"['Animation', ' Adventure', ' Comedy']",101,6.3,49,91463
25180,The Black Cauldron,(1985),PG,"['Animation', ' Action', ' Adventure']",80,6.3,59,36973
25181,Frankenweenie,(2012),PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109223
25182,Race to Witch Mountain,(2009),PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60361
25183,The Straight Story,(1999),G,"['Biography', ' Drama']",112,8.0,86,91120
25184,Men of Honor,(2000),R,"['Biography', ' Drama']",129,7.2,56,117976
