,movie,year,content_rating,genre,runtime_min,imdb_rating,metascore,votes
0,Disenchanted,(2022),PG,"['Animation', ' Adventure', ' Comedy']",119,5.8,50,8571
1,Barbarian,(2022),R,"['Horror', ' Mystery', ' Thriller']",102,7.1,78,84913
2,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
3,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
4,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
5,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
6,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
7,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
8,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
9,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
10,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
11,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
12,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
13,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
14,Disenchanted,(2022),PG,"['Animation', ' Adventure', ' Comedy']",119,5.8,50,8571
15,Barbarian,(2022),R,"['Horror', ' Mystery', ' Thriller']",102,7.1,78,84913
16,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
17,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
18,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
19,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
20,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
21,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
22,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
23,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
24,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
25,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
26,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
27,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
28,Disenchanted,(2022),PG,"['Animation', ' Adventure', ' Comedy']",119,5.8,50,8571
29,Barbarian,(2022),R,"['Horror', ' Mystery', ' Thriller']",102,7.1,78,84913
30,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
31,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
32,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
33,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
34,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
35,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
36,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
37,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
38,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
39,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
40,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
41,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
42,Barbarian,(2022),R,"['Horror', ' Mystery', ' Thriller']",102,7.1,78,84913
43,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
44,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
45,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
46,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
47,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
48,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
49,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
50,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
51,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
52,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
53,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
54,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
55,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
56,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
57,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
58,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
59,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
60,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
61,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
62,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
63,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
64,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
65,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
66,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
67,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
68,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
69,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
70,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
71,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
72,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
73,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
74,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
75,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
76,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
77,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
78,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
79,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
80,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
81,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
82,Black Panther,(2018),PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
83,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
84,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
85,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
86,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
87,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
88,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
89,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
90,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
91,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
92,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
93,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
94,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
95,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
96,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
97,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
98,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
99,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
100,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
101,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
102,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
103,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
104,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
105,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
106,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
107,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
108,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
109,See How They Run,(2022),PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
110,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
111,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
112,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
113,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
114,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
115,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
116,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
117,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
118,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
119,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
120,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
121,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
122,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
123,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
124,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
125,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
126,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
127,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
128,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
129,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
130,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
131,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
132,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
133,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
134,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
135,Enchanted,(2007),PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
136,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
137,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
138,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
139,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
140,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
141,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
142,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
143,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
144,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
145,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
146,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
147,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
148,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
149,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
150,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
151,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
152,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
153,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
154,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
155,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
156,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
157,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
158,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
159,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
160,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
161,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
162,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
163,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
164,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
165,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
166,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
167,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
168,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
169,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
170,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
171,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
172,Thor: Love and Thunder,(2022),PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
173,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
174,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
175,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
176,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
177,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
178,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
179,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
180,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
181,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
182,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
183,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
184,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
185,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
186,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
187,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
188,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
189,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
190,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
191,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
192,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
193,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
194,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
195,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
196,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
197,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
198,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
199,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
200,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
201,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
202,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
203,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
204,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
205,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
206,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
207,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
208,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
209,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
210,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
211,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
212,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
213,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
214,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
215,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
216,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
217,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
218,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
219,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
220,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
221,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
222,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
223,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
224,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
225,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
226,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
227,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
228,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
229,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
230,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
231,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
232,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
233,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
234,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
235,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
236,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
237,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
238,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
239,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
240,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
241,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
242,Death on the Nile,(2022),PG-13,"['Crime', ' Drama', ' Mystery']",127,6.3,52,145206
243,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
244,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
245,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
246,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
247,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
248,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
249,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
250,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
251,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
252,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
253,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
254,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
255,Death on the Nile,(2022),PG-13,"['Crime', ' Drama', ' Mystery']",127,6.3,52,145206
256,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
257,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
258,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
259,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
260,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
261,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
262,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
263,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
264,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
265,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
266,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
267,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
268,Death on the Nile,(2022),PG-13,"['Crime', ' Drama', ' Mystery']",127,6.3,52,145206
269,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
270,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
271,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
272,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
273,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
274,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
275,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
276,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
277,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
278,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
279,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
280,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
281,Death on the Nile,(2022),PG-13,"['Crime', ' Drama', ' Mystery']",127,6.3,52,145206
282,Strange World,(2022),PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
283,Home Alone,(1990),PG,"['Comedy', ' Family']",103,7.7,63,566706
284,Chariots of Fire,(1981),PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
285,Avatar,(2009),PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
286,The Santa Clause,(1994),PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
287,Rogue One: A Star Wars Story,(2016),PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
288,Avengers: Endgame,(2019),PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
289,Fight Club,(1999),R,['Drama'],139,8.8,66,2109486
290,Morbius,(2022),PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
291,Doctor Strange in the Multiverse of Madness,(2022),PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
292,Titanic,(1997),PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
293,Prey,(I) (2022),R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
